ThisApplication,ProceduresCalled,ExternalApplication
p_so,BrowseInvWhseTranHistoryForSalesOrder,p_in
p_so,LoadSiteLocationDetailsForCustomer,p_is
p_so,RptCustomerJobSiteList,p_is
p_so,RptCancelledSalesOrdersByCustomerByBranchForCompany,p_jr
p_so,RptCompletedSalesOrdersByCustomer,p_jr
p_so,RptFactoryMasterSheetForSalesOrders,p_jr
p_so,RptFactoryMasterSheetForSalesOrdersForABranch,p_jr
p_so,RptFreightForInvoicedSOAndRaisedPOForCompany,p_jr
p_so,RptInvoicedCompletedSalesOrdersAuditReportByItemCodeForABranch,p_jr
p_so,RptImageLandscapeForJoborPO,p_jr
p_so,RptImagePortraitForJoborPO,p_jr
p_so,RptInvoicedCompletedSalesOrdersAuditReportByItemCodeNotIssuedForABranch,p_jr
p_so,RptInvoicedSalesOrdersByBranchForCompany,p_jr
p_so,RptInvoicedSalesOrdersByCustomerForABranch,p_jr
p_so,RptInvoicedSalesOrdersByCustomerSiteForCompany,p_jr
p_so,RptInvoicedSalesOrdersByHeightSafetyItemClassForCompany,p_jr
p_so,RptInvoicedSalesOrdersByItemClassForABranch,p_jr
p_so,RptInvoicedSalesOrdersByItemClassForACompany,p_jr
p_so,RptInvoicedSalesOrdersByItemClassForCompany,p_jr
p_so,RptInvoicedSalesOrdersByItemCodeForABranch,p_jr
p_so,RptInvoicedSalesOrdersByItemCodeForACompany,p_jr
p_so,RptInvoicedSalesOrdersByItemCodeForCompany,p_jr
p_so,RptInvoicedSalesOrdersByLiftingItemClassForABranch,p_jr
p_so,RptInvoicedSalesOrdersByMasterItemClassForABranch,p_jr
p_so,RptInvoicedSalesOrdersByMasterItemClassForCompany,p_jr
p_so,RptInvoicedSalesOrdersBySourceForABranch,p_jr
p_so,RptInvoicedSalesOrdersByTerrBranchTerrSalesPersonTerrAndCustomerForCompany,p_jr
p_so,RptInvoicedSalesOrdersByTerrBranchTerrSalesPersonTerrCustCatAndCustomerForBranch,p_jr
p_so,RptInvoicedSalesOrdersByTerrBranchTerrSalesPersonTerrCustCatAndCustomerForCompany,p_jr
p_so,RptInvoicedSalesOrdersByTerrForABranch,p_jr
p_so,RptInvoicedSalesOrdersByWarehouseSiteAndItemCodeForCompany,p_jr
p_so,RptInvoicedSalesOrdersMarginsByCustomerSiteForCompany,p_jr
p_so,RptInvoicedSalesOrdersSummaryByBranchSalespersonMasterItemClassForCompany,p_jr
p_so,RptInvoicedSalesOrdersSummaryByCustomerDesc,p_jr
p_so,RptInvoicedSalesOrdersSummaryByCustomerDescForABranch,p_jr
p_so,RptInvoicedSalesOrdersSummaryByItemClassForABranch,p_jr
p_so,RptInvoicedSalesOrdersSummaryByItemClassForCompany,p_jr
p_so,RptInvoicedSalesOrdersSummaryByItemCodeForABranch,p_jr
p_so,RptInvoicedSalesOrdersSummaryByItemCodeForCompany,p_jr
p_so,RptInvoicedSalesOrdersSummaryByItemCodeForCompanyForRebates,p_jr
p_so,RptInvoicedSalesOrdersSummaryByItemCodeForMasterCompanyForRebates,p_jr
p_so,RptInvoicedSalesOrdersSummaryByMasterItemClassByBranchAndCustomerForCompany,p_jr
p_so,RptInvoicedSalesOrdersSummaryByMasterItemClassByBranchAndSalesPersonForCompany,p_jr
p_so,RptInvoicedSalesOrdersSummaryByMasterItemClassForABranch,p_jr
p_so,RptInvoicedSalesOrdersSummaryByMasterItemClassForCompany,p_jr
p_so,RptInvoicedSalesOrdersSummaryBySourceForCompany,p_jr
p_so,RptInvoicedSalesOrdersSummaryTrendByBranch,p_jr
p_so,RptInvoicedSalesOrdersSummaryTrendByCustomerDescForABranch,p_jr
p_so,RptInvoicedSalesOrdersSummaryTrendByCustomerDescForCompany,p_jr
p_so,RptItemsOrderedListForSite,p_jr
p_so,RptLabourForInvoicedSalesOrdersForABranch,p_jr
p_so,RptLabourForInvoicedSalesOrdersForACompany,p_jr
p_so,RptLabourMasterSheetForSalesOrdersForABranch,p_jr
p_so,RptOrderedSalesOrdersForABranchBySalesPerson,p_jr
p_so,RptOrdersPickedStatisticsByWarehouse,p_jr
p_so,RptProductionReportForSalesOrdersForBranch,p_jr
p_so,RptProductionReportForSalesOrdersForCompany,p_jr
p_so,RptSalesOrdersAuditReportForCustomerByItemCode,p_jr
p_so,RptSalesOrdersAuditReportForItemCodeByCustomer,p_jr
p_so,RptSalesOrdersSummaryByBranchForRaisedByResponsibilityOf,p_jr
p_so,RptSalesOrdersWithTerritoryBranchDifferentToOrderBranch,p_jr
p_so,RptSalesOrdersWithUnknownBranch,p_jr
p_so,RptSalesOrdersWithUnknownTerritory,p_jr
p_so,RptSOBuyInAuditListByItemCodeForABranch,p_jr
p_so,RptSOCostingAnalysisReportForCompany,p_jr
p_so,RptUnprintedTestCertsForInvoicedSalesOrdersForABranch,p_jr
p_so,RptPOReceiptSummaryByPORefAndItemCode,p_po
p_so,RptPOReceiptSummaryByPORefAndItemCodeForAllSuppliers,p_po
p_so,RptCompletedSOHoursListForYearPeriod,p_sa
p_so,RptCompletedSOMarginListForYearPeriod,p_sa
p_so,GetPostingYearPeriod,p_sel
p_so,SelectAuthorisedSignatory,p_sel
p_so,SelectBOMHeader1,p_sel
p_so,SelectBranch,p_sel
p_so,SelectBranch1,p_sel
p_so,SelectCustomer,p_sel
p_so,SelectCustomer1,p_sel
p_so,SelectCustomerContact,p_sel
p_so,SelectCustomerDeliveryAddress,p_sel
p_so,SelectCustomerInspectionSite,p_sel
p_so,SelectCustomerJobCode,p_sel
p_so,SelectCustomerReportSequenceNew,p_sel
p_so,SelectDateRangeForReport,p_sel
p_so,SelectDescription,p_sel
p_so,SelectEmployee,p_sel
p_so,SelectFreightCode,p_sel
p_so,SelectFreightSupplier,p_sel
p_so,SelectGenericBOMHeader,p_sel
p_so,SelectImageRecord,p_sel
p_so,SelectInventoryItem,p_sel
p_so,SelectMachine,p_sel
p_so,SelectMachineGroup,p_sel
p_so,SelectPOWithView,p_sel
p_so,SelectPRICECAT,p_sel
p_so,SelectSSOHeader,p_sel
p_so,SelectSupplier,p_sel
p_so,SelectSupplier1,p_sel
p_so,SelectTerritory,p_sel
p_so,SelectTestCertificateStatements,p_sel
p_so,SelectWarehouse,p_sel
p_so,SelectWorkcentre,p_sel
p_so,SelectWorkVehicleDetails,p_sel
p_so,BrowseSalesReturns,p_sr
p_sr,CheckWorkVehicleForReturn,p_sr
p_sr,SalesReturnControl,p_sr
p_sr,UpdateSRDetails,p_sr
p_sr,ReturnStockForASalesReturn,p_sr
p_sr,UpdateSRReturnHeader,p_sr
p_sr,RaiseReturnGLJournal,p_sr
p_sr,RptSRCheckList,p_sr
p_sr,CreateANewSalesReturn,p_sr
p_sr,ViewSRReturnHeader,p_sr
p_sr,BrowseSalesReturns,p_sr
p_sr,ViewSRDetails,p_sr
p_sr,UpdateMotorVehicleAllocationForReturn,p_sr
p_sr,CreateAManualCreditForSalesReturn,p_ar
p_sr,ViewCustomerManualInvoiceDetail,p_ar
p_sr,Write2Log,p_com
p_sr,ValidatePostingDate,p_com
p_sr,PricingCalculation,p_com
p_sr,CalculateAvailableStock,p_com
p_sr,FormatGlAccount,p_com
p_sr,DayOfWeek,p_con
p_sr,SetGlobalsFromCompanyAndEmployee,p_data
p_sr,BrowseInvWhseTranHistoryForSalesOrder,p_in
p_sr,SelectCustomer,p_sel
p_sr,SelectEmployee,p_sel
p_sr,SelectInventoryItem,p_sel
p_sr,SelectCustomerDeliveryAddress,p_sel
p_sr,SelectCustomerContact,p_sel
p_sr,SelectDescription,p_sel
p_sr,SelectWarehouse,p_sel
p_sr,SelectCustomer1,p_sel
p_sr,SelectBranch,p_sel
p_sr,GetPostingYearPeriod,p_sel
p_sr,SelectTerritory,p_sel
p_sr,SelectCustomerJobCode,p_sel
p_sr,SelectCMACCT,p_sel
p_sr,SelectSalesOrderForACustomer,p_sel
p_sr,SelectWorkVehicleDetails,p_sel
p_wr,SelectMVTransactionReportDetails,p_wr
p_wr,UpdateRequisitionReceiptedDetail,p_wr
p_wr,UpdateRequisitionIssueDetail,p_wr
p_wr,ViewRequisition,p_wr
p_wr,BrowseRequisitions,p_wr
p_wr,ReceiptStockForAWhseRequisition,p_wr
p_wr,CreateATransferFromInvWhseToVehicleTran,p_wr
p_wr,RequisitionControl,p_wr
p_wr,UpdateRequisitionForReceipt,p_wr
p_wr,UnconfirmWarehouseReq,p_wr
p_wr,CreateAWhseTransferToMotorVehicle,p_wr
p_wr,IssueStockForAWhseRequisition,p_wr
p_wr,ExportToCSVPromptForWR,p_wr
p_wr,RaiseWRIssueGLJournal,p_wr
p_wr,ConfirmWarehouseReq,p_wr
p_wr,ResetRequisitionedQtys,p_wr
p_wr,UpdateRequisitionDetail,p_wr
p_wr,LoadWorkVehicleTransactionsToQueue,p_wr
p_wr,UpdateRequisitionForIssue,p_wr
p_wr,RaiseWRCancelledIssueGLJournal,p_wr
p_wr,UpdateWhseTransfersToVehicle,p_wr
p_wr,RaiseWRReceiptGLJournal,p_wr
p_wr,RptWarehouseRequisitionCheckList,p_wr
p_wr,UpdateRequisition,p_wr
p_wr,RptWarehouseRequisitionPickList,p_wr
p_wr,ReverseIssuedStockForAWhseRequisition,p_wr
p_wr,SelectWhseTransferToVehicle,p_wr
p_wr,RptWarehouseToWorkVehicleTransferList,p_wr
p_wr,RptWarehouseRequisitionStockingList,p_wr
p_wr,CreateANewRequisition,p_wr
p_wr,BrowseWhseTransfersToVehicle,p_wr
p_wr,ViewCustomer,p_ar
p_wr,BrowseDocketFileForAWhseReq,p_com
p_wr,CalculateAvailableStock,p_com
p_wr,CreateADocketForWhseReq,p_com
p_wr,GetSupplierWhseItemCost,p_com
p_wr,ValidatePostingDate,p_com
p_wr,Write2Log,p_com
p_wr,FormatGLAccount,p_com
p_wr,DayOfWeek,p_con
p_wr,SetGlobalsFromCompanyAndEmployee,p_data
p_wr,SelectInventoryItemAndWhseForTransferInto,p_in
p_wr,GetPostingYearPeriod,p_sel
p_wr,SelectBranch,p_sel
p_wr,SelectBranch1,p_sel
p_wr,SelectCustomer,p_sel
p_wr,SelectCustomersWhoDrive,p_sel
p_wr,SelectEmployee,p_sel
p_wr,SelectFreightSupplier1,p_sel
p_wr,SelectInventoryItem,p_sel
p_wr,SelectInventoryItemAndWhse,p_sel
p_wr,SelectWareHouse,p_sel
p_wr,SelectWorkVehicleDetails,p_sel
